交易所,板块,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,振幅,时间戳,行业,原始代码,数据源
上交所,沪市主板,600885,宏发股份,30.9,-0.6799999999999997,-2.153261557948068,31.58,31.5,31.95,30.65,17075073.0,532473570.0,4.116529449018368,2026-05-15 15:00:01,电网设备,sh600885,sina_snapshot
上交所,沪市主板,600895,张江高科,34.82,-0.759999999999998,-2.136031478358623,35.58,35.58,36.88,34.57,58056878.0,2064574886.0,6.492411467116364,2026-05-15 15:00:03,房地产开发,sh600895,sina_snapshot
上交所,沪市主板,600938,中国海油,36.51,0.44999999999999574,1.247920133111469,36.06,36.09,36.67,35.65,43335029.0,1571830327.0,2.828618968386032,2026-05-15 15:00:01,油气开采Ⅱ,sh600938,sina_snapshot
上交所,沪市主板,600976,健民集团,30.74,-0.7700000000000031,-2.44366867661061,31.51,31.35,31.58,30.63,1776750.0,55203185.0,3.0149158997143743,2026-05-15 15:00:03,中药Ⅱ,sh600976,sina_snapshot
上交所,沪市主板,601069,西部黄金,29.79,-2.1700000000000017,-6.789737171464336,31.96,31.16,31.38,29.51,26977546.0,812418934.0,5.8510638297872255,2026-05-15 15:00:03,贵金属,sh601069,sina_snapshot
上交所,沪市主板,601168,西部矿业,30.48,-1.4400000000000013,-4.5112781954887256,31.92,31.58,31.58,30.0,73523688.0,2265648504.0,4.949874686716786,2026-05-15 15:00:03,工业金属,sh601168,sina_snapshot
上交所,沪市主板,601601,中国太保,34.54,-0.6400000000000006,-1.81921546333144,35.18,35.27,35.35,34.41,38443988.0,1340444665.0,2.671972711768064,2026-05-15 15:00:03,保险Ⅱ,sh601601,sina_snapshot
上交所,沪市主板,601606,长城军工,38.14,0.14000000000000057,0.3684210526315805,38.0,37.8,38.95,37.78,14149834.0,541328402.0,3.078947368421057,2026-05-15 15:00:04,地面兵装Ⅱ,sh601606,sina_snapshot
上交所,沪市主板,601628,中国人寿,35.36,-0.6300000000000026,-1.7504862461795012,35.99,35.98,36.25,35.12,30459127.0,1085146475.0,3.1397610447346556,2026-05-15 15:00:03,保险Ⅱ,sh601628,sina_snapshot
上交所,沪市主板,601698,中国卫通,35.09,-0.6099999999999994,-1.7086834733893541,35.7,35.68,36.06,34.51,64603431.0,2276279137.0,4.341736694677882,2026-05-15 15:00:03,航天装备Ⅱ,sh601698,sina_snapshot
上交所,沪市主板,601877,正泰电器,32.18,-1.3900000000000006,-4.140601727733097,33.57,33.47,33.77,31.73,56352501.0,1822948984.0,6.076854334226996,2026-05-15 15:00:02,电网设备,sh601877,sina_snapshot
上交所,沪市主板,601899,紫金矿业,31.84,-1.6800000000000033,-5.011933174224352,33.52,32.99,33.0,31.5,448282207.0,14440316753.0,4.4749403341288785,2026-05-15 15:00:01,工业金属,sh601899,sina_snapshot
上交所,沪市主板,601995,中金公司,33.64,-0.6499999999999986,-1.895596383785356,34.29,34.29,34.37,33.4,17956662.0,607244738.0,2.8288130650335344,2026-05-15 15:00:01,证券Ⅱ,sh601995,sina_snapshot
上交所,沪市主板,603005,晶方科技,32.94,0.17999999999999972,0.5494505494505486,32.76,33.0,34.28,32.5,70503933.0,2351409757.0,5.433455433455437,2026-05-15 15:00:01,半导体,sh603005,sina_snapshot
上交所,沪市主板,603014,威高血净,34.89,-0.3200000000000003,-0.908832717977848,35.21,35.52,35.53,34.66,960270.0,33692098.0,2.470888952002285,2026-05-15 15:00:01,医疗器械,sh603014,sina_snapshot
上交所,沪市主板,603059,倍加洁,30.45,-0.629999999999999,-2.027027027027024,31.08,31.07,31.07,30.1,1846786.0,56560609.0,3.1209781209781173,2026-05-15 15:00:03,个护用品,sh603059,sina_snapshot
上交所,沪市主板,603068,博通集成,37.46,0.3400000000000034,0.9159482758620783,37.12,37.32,38.4,36.91,6497250.0,244997133.0,4.014008620689661,2026-05-15 15:00:03,半导体,sh603068,sina_snapshot
上交所,沪市主板,603072,天和磁材,38.33,0.14999999999999858,0.39287585123100727,38.18,38.18,39.18,37.91,3714103.0,142828391.0,3.3263488737559013,2026-05-15 15:00:03,金属新材料,sh603072,sina_snapshot
上交所,沪市主板,603082,北自科技,42.3,3.8499999999999943,10.013003901170334,38.45,39.01,42.3,39.0,12828902.0,527492850.0,8.582574772431721,2026-05-15 15:00:04,自动化设备,sh603082,sina_snapshot
上交所,沪市主板,603099,长白山,37.66,0.1599999999999966,0.4266666666666576,37.5,37.5,38.35,37.29,5901825.0,223725214.0,2.826666666666673,2026-05-15 15:00:03,旅游及景区,sh603099,sina_snapshot
上交所,沪市主板,603127,昭衍新药,39.96,2.009999999999998,5.29644268774703,37.95,38.12,41.75,37.8,65054343.0,2648644219.0,10.40843214756259,2026-05-15 15:00:00,医疗服务,sh603127,sina_snapshot
上交所,沪市主板,603173,福斯达,39.41,0.9099999999999966,2.363636363636355,38.5,38.46,40.2,38.4,2355247.0,92991155.0,4.675324675324687,2026-05-15 15:00:01,专用设备,sh603173,sina_snapshot
上交所,沪市主板,603194,中力股份,36.48,0.27999999999999403,0.7734806629834089,36.2,36.38,37.26,36.2,1808154.0,66345607.0,2.928176795580097,2026-05-15 15:00:04,工程机械,sh603194,sina_snapshot
上交所,沪市主板,603197,保隆科技,35.26,1.1999999999999957,3.5231943628890066,34.06,34.05,35.55,34.05,5122846.0,178811479.0,4.403992953611273,2026-05-15 15:00:01,汽车零部件,sh603197,sina_snapshot
上交所,沪市主板,603198,迎驾贡酒,35.28,-0.7800000000000011,-2.163061564059903,36.06,35.81,36.09,35.2,6009900.0,214030094.0,2.4681087077093746,2026-05-15 15:00:01,白酒Ⅱ,sh603198,sina_snapshot
上交所,沪市主板,603199,九华旅游,35.85,0.480000000000004,1.3570822731128187,35.37,35.37,35.85,35.12,2313914.0,82141122.0,2.0638959570257396,2026-05-15 15:00:04,旅游及景区,sh603199,sina_snapshot
上交所,沪市主板,603211,晋拓股份,30.47,-0.14000000000000057,-0.45736687357073036,30.61,30.5,31.46,29.8,18272900.0,561144780.0,5.423064358052924,2026-05-15 15:00:03,汽车零部件,sh603211,sina_snapshot
上交所,沪市主板,603216,梦天家居,27.95,-0.8200000000000003,-2.8501911713590555,28.77,28.8,29.2,27.62,6091831.0,172354737.0,5.491831769204026,2026-05-15 15:00:03,家居用品,sh603216,sina_snapshot
上交所,沪市主板,603220,中贝通信,31.15,0.6499999999999986,2.131147540983602,30.5,30.48,32.5,30.4,66928570.0,2104540371.0,6.885245901639349,2026-05-15 15:00:01,通信服务,sh603220,sina_snapshot
上交所,沪市主板,603255,鼎际得,32.58,0.3200000000000003,0.9919404835709867,32.26,32.26,32.9,32.07,1710600.0,55502118.0,2.5728456292622393,2026-05-15 15:00:01,化学制品,sh603255,sina_snapshot
上交所,沪市主板,603261,*ST立航,37.92,0.12000000000000455,0.31746031746032954,37.8,37.77,38.0,36.4,718500.0,26632866.0,4.232804232804237,2026-05-15 15:00:03,航空装备Ⅱ,sh603261,sina_snapshot
上交所,沪市主板,603272,*ST联翔,32.74,1.0100000000000016,3.1831074692719876,31.73,31.43,32.9,30.14,10667700.0,330083534.0,8.698392688307589,2026-05-15 15:00:03,家居用品,sh603272,sina_snapshot
上交所,沪市主板,603280,南方路机,32.9,0.14999999999999858,0.4580152671755682,32.75,32.51,33.24,32.39,1378300.0,45266185.0,2.5954198473282486,2026-05-15 15:00:03,工程机械,sh603280,sina_snapshot
上交所,沪市主板,603281,江瀚新材,36.78,-0.22999999999999687,-0.6214536611726477,37.01,37.2,38.86,36.28,5176603.0,193166693.0,6.971088894893268,2026-05-15 15:00:03,化学制品,sh603281,sina_snapshot
上交所,沪市主板,603288,海天味业,36.81,-0.5399999999999991,-1.445783132530118,37.35,37.2,37.33,36.73,15357131.0,567701161.0,1.6064257028112487,2026-05-15 15:00:00,调味发酵品Ⅱ,sh603288,sina_snapshot
上交所,沪市主板,603312,西典新能,38.47,0.18999999999999773,0.49634273772204207,38.28,38.13,39.38,37.53,1578380.0,60468254.0,4.832810867293629,2026-05-15 15:00:04,电网设备,sh603312,sina_snapshot
上交所,沪市主板,603319,美湖股份,32.49,0.990000000000002,3.1428571428571495,31.5,31.01,33.85,31.0,26174298.0,852429266.0,9.047619047619051,2026-05-15 15:00:01,汽车零部件,sh603319,sina_snapshot
上交所,沪市主板,603322,超讯通信,35.75,-0.11999999999999744,-0.3345413994981808,35.87,35.86,36.7,35.33,7081600.0,254261384.0,3.8193476442709913,2026-05-15 15:00:04,通信服务,sh603322,sina_snapshot
上交所,沪市主板,603350,安乃达,36.25,1.3500000000000014,3.868194842406881,34.9,34.8,36.88,34.8,2382661.0,85942317.0,5.9598853868195,2026-05-15 15:00:00,电机Ⅱ,sh603350,sina_snapshot
上交所,沪市主板,603352,至信股份,35.65,0.36999999999999744,1.0487528344671129,35.28,35.45,35.8,35.25,1316517.0,46802868.0,1.5589569160997652,2026-05-15 15:00:01,汽车零部件,sh603352,sina_snapshot
上交所,沪市主板,603355,莱克电气,32.46,-0.00999999999999801,-0.030797659377881155,32.47,32.28,33.17,31.91,2617987.0,85232492.0,3.8805050816138027,2026-05-15 15:00:02,小家电,sh603355,sina_snapshot
上交所,沪市主板,603358,华达科技,34.4,-1.0500000000000043,-2.9619181946403503,35.45,35.4,35.57,34.3,8697595.0,303744804.0,3.582510578279275,2026-05-15 15:00:01,汽车零部件,sh603358,sina_snapshot
上交所,沪市主板,603376,大明电子,30.63,0.21999999999999886,0.7234462347911833,30.41,30.38,31.04,30.13,1180165.0,36149395.0,2.992436698454456,2026-05-15 15:00:01,汽车零部件,sh603376,sina_snapshot
上交所,沪市主板,603380,易德龙,37.1,0.14000000000000057,0.37878787878788034,36.96,36.83,38.15,36.82,2839400.0,106519390.0,3.5984848484848437,2026-05-15 15:00:04,消费电子,sh603380,sina_snapshot
上交所,沪市主板,603383,顶点软件,32.5,-0.20000000000000284,-0.6116207951070424,32.7,32.64,33.4,32.35,6320542.0,208115650.0,3.2110091743119176,2026-05-15 15:00:04,软件开发,sh603383,sina_snapshot
上交所,沪市主板,603396,金辰股份,36.59,-1.0999999999999943,-2.9185460334306033,37.69,37.46,37.46,35.78,6828092.0,249280842.0,4.45741576014858,2026-05-15 15:00:04,光伏设备,sh603396,sina_snapshot
上交所,沪市主板,603406,天富龙,33.67,-0.3999999999999986,-1.1740534194305798,34.07,33.92,34.26,33.59,1271316.0,43014347.0,1.9665394775462124,2026-05-15 15:00:01,化学纤维,sh603406,sina_snapshot
上交所,沪市主板,603489,八方股份,39.35,1.0900000000000034,2.848928384736026,38.26,38.23,39.95,37.92,5722894.0,223754884.0,5.305802404600108,2026-05-15 15:00:02,电机Ⅱ,sh603489,sina_snapshot
上交所,沪市主板,603496,恒为科技,30.21,-0.7899999999999991,-2.548387096774191,31.0,31.0,31.4,29.87,19227260.0,587345625.0,4.935483870967734,2026-05-15 15:00:01,计算机设备,sh603496,sina_snapshot
上交所,沪市主板,603556,海兴电力,27.85,-0.7399999999999984,-2.588317593564178,28.59,28.38,28.58,27.77,5769096.0,161864271.0,2.8331584470094393,2026-05-15 15:00:03,电网设备,sh603556,sina_snapshot
上交所,沪市主板,603590,康辰药业,35.09,-0.5599999999999952,-1.5708274894810526,35.65,35.64,35.89,34.86,2254300.0,79580432.0,2.889200561009821,2026-05-15 15:00:03,生物制品,sh603590,sina_snapshot
上交所,沪市主板,603596,伯特利,31.85,0.22000000000000242,0.6955422067657364,31.63,31.65,32.73,31.38,22334018.0,714185333.0,4.268099905153329,2026-05-15 15:00:03,汽车零部件,sh603596,sina_snapshot
上交所,沪市主板,603618,杭电股份,36.4,-1.3999999999999986,-3.7037037037037,37.8,37.8,37.98,36.0,50510516.0,1854814833.0,5.23809523809523,2026-05-15 15:00:01,电网设备,sh603618,sina_snapshot
上交所,沪市主板,603657,春光科技,29.94,0.10000000000000142,0.33512064343164016,29.84,29.97,30.66,29.53,3407500.0,102188028.0,3.7868632707774768,2026-05-15 15:00:03,家电零部件Ⅱ,sh603657,sina_snapshot
上交所,沪市主板,603658,安图生物,33.59,-0.29999999999999716,-0.8852168781351347,33.89,34.0,34.18,33.43,2377090.0,80205203.0,2.2130421953378576,2026-05-15 15:00:04,医疗器械,sh603658,sina_snapshot
上交所,沪市主板,603659,璞泰来,32.21,0.030000000000001137,0.09322560596644232,32.18,32.16,32.88,31.69,49072268.0,1583176467.0,3.697949036668742,2026-05-15 15:00:01,电池,sh603659,sina_snapshot
上交所,沪市主板,603665,康隆达,30.47,-0.08000000000000185,-0.26186579378069347,30.55,30.56,31.59,30.3,3823202.0,117969057.0,4.222585924713582,2026-05-15 15:00:03,服装家纺,sh603665,sina_snapshot
上交所,沪市主板,603666,亿嘉和,30.6,0.3200000000000003,1.0568031704095122,30.28,30.28,31.49,29.9,8042911.0,247924393.0,5.250990752972258,2026-05-15 15:00:03,自动化设备,sh603666,sina_snapshot
上交所,沪市主板,603678,火炬电子,32.13,-0.6599999999999966,-2.012808783165589,32.79,33.16,33.46,32.0,9776260.0,317949347.0,4.45257700518451,2026-05-15 15:00:03,军工电子Ⅱ,sh603678,sina_snapshot
上交所,沪市主板,603685,晨丰科技,32.43,-0.7000000000000028,-2.1128886205855806,33.13,32.8,33.63,32.29,2555010.0,83586549.0,4.044672502263819,2026-05-15 15:00:04,光学光电子,sh603685,sina_snapshot
上交所,沪市主板,603722,阿科力,41.31,1.9100000000000037,4.847715736040619,39.4,39.52,42.19,39.31,3009774.0,123344723.0,7.30964467005075,2026-05-15 15:00:01,化学制品,sh603722,sina_snapshot
上交所,沪市主板,603813,*ST原尚,38.7,0.04000000000000625,0.10346611484740366,38.66,39.05,39.48,38.27,1009800.0,39201964.0,3.129849974133456,2026-05-15 15:00:04,物流,sh603813,sina_snapshot
上交所,沪市主板,603816,顾家家居,31.79,-1.1700000000000017,-3.5497572815534033,32.96,32.64,33.25,31.51,6888699.0,221783275.0,5.279126213592228,2026-05-15 15:00:04,家居用品,sh603816,sina_snapshot
上交所,沪市主板,603826,坤彩科技,34.73,-1.2000000000000028,-3.339827442248825,35.93,35.22,35.92,33.5,11703885.0,407890988.0,6.735318675201786,2026-05-15 15:00:03,非金属材料Ⅱ,sh603826,sina_snapshot
上交所,沪市主板,603860,中公高科,31.6,-0.389999999999997,-1.2191309784307502,31.99,31.99,32.15,31.13,1301400.0,41262337.0,3.1884964051266005,2026-05-15 15:00:03,工程咨询服务Ⅱ,sh603860,sina_snapshot
上交所,沪市主板,603867,新化股份,36.48,-1.9500000000000028,-5.074160811865737,38.43,39.03,39.2,36.4,12358214.0,460082852.0,7.285974499089265,2026-05-15 15:00:04,化学制品,sh603867,sina_snapshot
上交所,沪市主板,603868,飞科电器,37.41,0.10999999999999943,0.2949061662198376,37.3,37.21,38.18,36.9,2817946.0,105472591.0,3.4316353887399496,2026-05-15 15:00:04,小家电,sh603868,sina_snapshot
上交所,沪市主板,603895,天永智能,39.62,1.0599999999999952,2.7489626556016473,38.56,38.89,40.36,38.05,5429620.0,214328721.0,5.990663900414943,2026-05-15 15:00:04,专用设备,sh603895,sina_snapshot
上交所,沪市主板,603978,深圳新星,33.9,2.1999999999999993,6.940063091482648,31.7,32.23,34.68,32.1,26447274.0,887682021.0,8.138801261829649,2026-05-15 15:00:03,金属新材料,sh603978,sina_snapshot
上交所,沪市主板,603992,松霖科技,32.7,0.6200000000000045,1.9326683291770717,32.08,31.85,33.58,31.85,3961951.0,129215128.0,5.392768079800489,2026-05-15 15:00:03,家居用品,sh603992,sina_snapshot
上交所,沪市主板,605058,澳弘电子,37.48,-0.8600000000000065,-2.2430881585811333,38.34,38.49,38.8,36.97,3321832.0,124999854.0,4.773082942097022,2026-05-15 15:00:04,元件,sh605058,sina_snapshot
上交所,沪市主板,605086,龙高股份,33.69,-1.3800000000000026,-3.93498716852011,35.07,35.32,35.32,33.32,7351370.0,250489765.0,5.702879954376961,2026-05-15 15:00:03,非金属材料Ⅱ,sh605086,sina_snapshot
上交所,沪市主板,605088,冠盛股份,36.72,0.7199999999999989,1.999999999999997,36.0,36.77,37.9,36.06,5443500.0,201237021.0,5.111111111111101,2026-05-15 15:00:02,汽车零部件,sh605088,sina_snapshot
上交所,沪市主板,605128,上海沿浦,34.87,2.3599999999999994,7.259304829283296,32.51,32.5,35.16,32.12,8953161.0,305825329.0,9.35096893263611,2026-05-15 15:00:03,汽车零部件,sh605128,sina_snapshot
上交所,沪市主板,605133,嵘泰股份,39.49,-0.00999999999999801,-0.025316455696197497,39.5,39.35,40.98,39.0,18455240.0,738004838.0,5.012658227848093,2026-05-15 15:00:04,汽车零部件,sh605133,sina_snapshot
上交所,沪市主板,605258,协和电子,36.1,-1.1000000000000014,-2.9569892473118315,37.2,37.26,37.66,35.68,3179200.0,115544061.0,5.322580645161282,2026-05-15 15:00:02,元件,sh605258,sina_snapshot
上交所,沪市主板,605488,福莱新材,35.02,0.8900000000000006,2.6076765309112235,34.13,34.2,36.36,34.04,12092566.0,427176354.0,6.7975388221506,2026-05-15 15:00:03,塑料,sh605488,sina_snapshot
上交所,沪市主板,605566,福莱蒽特,35.71,0.5,1.4200511218403862,35.21,35.3,36.58,35.22,4806621.0,172317341.0,3.8625390514058484,2026-05-15 15:00:03,化学制品,sh605566,sina_snapshot
北交所,北交所,920003,中诚咨询,31.39,0.3000000000000007,0.9649404953361232,31.09,31.45,31.64,30.96,378664.0,11861066.13,2.1871984560952065,2026-05-15 15:30:01,工程咨询服务Ⅱ,bj920003,sina_snapshot
北交所,北交所,920005,鼎佳精密,35.15,0.46000000000000085,1.3260305563563013,34.69,34.71,35.52,34.59,334204.0,11716601.0,2.6808878639377336,2026-05-15 15:30:01,消费电子,bj920005,sina_snapshot
北交所,北交所,920018,宏远股份,28.32,-0.6999999999999993,-2.412129565816676,29.02,28.99,29.11,28.2,2174021.0,62189554.08,3.1357684355616824,2026-05-15 15:30:01,电网设备,bj920018,sina_snapshot
北交所,北交所,920026,卓兆点胶,34.4,0.29999999999999716,0.8797653958944197,34.1,34.17,35.55,33.28,1476799.0,50854928.07,6.656891495601161,2026-05-15 15:30:01,专用设备,bj920026,sina_snapshot
北交所,北交所,920035,精创电气,30.95,0.5299999999999976,1.7422748191978883,30.42,30.66,31.54,30.26,776453.0,24051116.37,4.207758053911892,2026-05-15 15:30:01,自动化设备,bj920035,sina_snapshot
北交所,北交所,920046,亿能电力,30.38,-1.120000000000001,-3.555555555555559,31.5,30.5,31.68,29.17,9845033.0,297034287.47,7.968253968253962,2026-05-15 15:30:01,电网设备,bj920046,sina_snapshot
北交所,北交所,920047,诺思兰德,31.45,0.0,0.0,31.45,31.23,32.19,30.78,4152895.0,130967082.26,4.483306836248002,2026-05-15 15:30:01,生物制品,bj920047,sina_snapshot
北交所,北交所,920050,爱舍伦,33.58,0.5599999999999952,1.6959418534221535,33.02,33.02,33.9,32.74,520384.0,17354368.06,3.513022410660195,2026-05-15 15:30:01,医疗器械,bj920050,sina_snapshot
北交所,北交所,920055,隆源股份,38.53,1.9500000000000028,5.330781848004381,36.58,37.09,39.1,36.36,2585527.0,98073811.29,7.490431930016409,2026-05-15 15:30:01,汽车零部件,bj920055,sina_snapshot
北交所,北交所,920060,万源通,32.0,-0.3999999999999986,-1.2345679012345634,32.4,32.49,32.97,31.82,3714065.0,120116665.52,3.5493827160493785,2026-05-15 15:30:01,元件,bj920060,sina_snapshot
北交所,北交所,920078,族兴新材,31.96,0.620000000000001,1.9783024888321665,31.34,32.38,33.3,31.36,4184837.0,134795004.74,6.1901723037651495,2026-05-15 15:30:01,金属新材料,bj920078,sina_snapshot
北交所,北交所,920086,科马材料,31.94,0.16000000000000014,0.5034612964128388,31.78,31.9,32.97,31.52,1917560.0,61626297.54,4.562617998741344,2026-05-15 15:30:01,汽车零部件,bj920086,sina_snapshot
北交所,北交所,920092,汉鑫科技,29.05,-0.6899999999999977,-2.3201075991929985,29.74,30.0,30.22,28.88,977785.0,28857980.0,4.5057162071284464,2026-05-15 15:30:01,IT服务Ⅱ,bj920092,sina_snapshot
北交所,北交所,920101,志高机械,34.23,0.21999999999999886,0.6468685680682119,34.01,34.24,35.0,33.81,512273.0,17610498.04,3.49897089091443,2026-05-15 15:30:01,工程机械,bj920101,sina_snapshot
北交所,北交所,920110,雷特科技,31.63,0.08999999999999986,0.28535193405199705,31.54,31.58,32.3,31.45,110171.0,3502875.75,2.694990488268858,2026-05-15 15:30:01,其他电源设备Ⅱ,bj920110,sina_snapshot
北交所,北交所,920111,聚星科技,33.42,0.4200000000000017,1.272727272727278,33.0,32.9,33.97,32.65,6069221.0,202096772.09,4.000000000000001,2026-05-15 15:30:01,电网设备,bj920111,sina_snapshot
北交所,北交所,920112,巴兰仕,31.84,-0.030000000000001137,-0.09413241292752161,31.87,31.8,32.37,31.8,272137.0,8707409.99,1.7885158456228325,2026-05-15 15:30:01,专用设备,bj920112,sina_snapshot
北交所,北交所,920121,江天科技,37.83,0.4099999999999966,1.0956707642971582,37.42,37.44,38.28,37.03,347661.0,13128500.26,3.340459647247461,2026-05-15 15:30:01,包装印刷,bj920121,sina_snapshot
北交所,北交所,920177,恒道科技,38.35,4.079999999999998,11.90545666763933,34.27,34.27,42.3,34.11,4439365.0,167657305.28,23.89845345783483,2026-05-15 15:30:01,通用设备,bj920177,sina_snapshot
北交所,北交所,920187,通领科技,36.02,0.4100000000000037,1.1513619769727708,35.61,36.0,36.6,35.41,702325.0,25311736.39,3.341757933164855,2026-05-15 15:30:01,汽车零部件,bj920187,sina_snapshot
北交所,北交所,920199,倍益康,32.66,0.29999999999999716,0.9270704573547502,32.36,32.36,33.28,32.23,824660.0,27051337.91,3.2447466007416694,2026-05-15 15:30:01,小家电,bj920199,sina_snapshot
北交所,北交所,920239,长虹能源,29.07,0.08000000000000185,0.27595722662987876,28.99,29.42,30.0,28.63,1990933.0,58202755.8,4.725767506036568,2026-05-15 15:30:01,电池,bj920239,sina_snapshot
北交所,北交所,920284,灵鸽科技,33.36,-3.25,-8.877355913684786,36.61,36.14,37.26,33.2,7152170.0,248206683.85,11.08986615678775,2026-05-15 15:30:01,专用设备,bj920284,sina_snapshot
北交所,北交所,920396,常辅股份,28.78,-0.5999999999999979,-2.0422055820285836,29.38,29.0,29.67,28.69,1750608.0,50975114.81,3.3356024506466997,2026-05-15 15:30:01,自动化设备,bj920396,sina_snapshot
北交所,北交所,920509,同惠电子,33.22,-0.17999999999999972,-0.5389221556886219,33.4,33.44,34.66,33.15,3563876.0,120746939.19,4.52095808383233,2026-05-15 15:30:01,通用设备,bj920509,sina_snapshot
北交所,北交所,920570,坤博精工,31.03,-1.8500000000000014,-5.626520681265211,32.88,32.88,33.2,30.58,2031557.0,64207542.02,7.968369829683712,2026-05-15 15:30:01,通用设备,bj920570,sina_snapshot
北交所,北交所,920592,华信永道,31.74,-0.7800000000000047,-2.3985239852398665,32.52,32.46,33.36,31.66,1397751.0,45160052.61,5.227552275522752,2026-05-15 15:30:01,软件开发,bj920592,sina_snapshot
北交所,北交所,920640,富士达,35.05,-0.5400000000000063,-1.5172801348693628,35.59,35.35,36.38,34.68,4906122.0,174785903.59,4.776622646810909,2026-05-15 15:30:01,通信设备,bj920640,sina_snapshot
北交所,北交所,920693,阿为特,31.3,-0.08999999999999986,-0.28671551449506166,31.39,31.22,32.22,30.56,1433044.0,45110548.05,5.28830837846448,2026-05-15 15:30:01,通用设备,bj920693,sina_snapshot
北交所,北交所,920725,惠丰钻石,32.13,-1.1899999999999977,-3.571428571428564,33.32,33.9,34.1,31.89,3033361.0,99307046.45,6.632653061224492,2026-05-15 15:30:01,通用设备,bj920725,sina_snapshot
北交所,北交所,920748,路桥信息,33.53,-1.3500000000000014,-3.870412844036701,34.88,34.7,34.99,33.32,949901.0,32346820.22,4.787844036697252,2026-05-15 15:30:01,IT服务Ⅱ,bj920748,sina_snapshot
北交所,北交所,920779,武汉蓝电,31.93,0.4299999999999997,1.3650793650793642,31.5,32.0,32.43,31.26,812284.0,25893900.43,3.714285714285708,2026-05-15 15:30:01,电池,bj920779,sina_snapshot
北交所,北交所,920799,艾融软件,34.73,-0.240000000000002,-0.6863025450386102,34.97,35.0,35.71,34.44,2205380.0,77352459.54,3.6316843008292916,2026-05-15 15:30:01,软件开发,bj920799,sina_snapshot
北交所,北交所,920839,万通液压,32.28,0.5400000000000027,1.701323251417778,31.74,31.72,33.3,31.18,1099328.0,35580188.11,6.679269061121605,2026-05-15 15:30:01,工程机械,bj920839,sina_snapshot
北交所,北交所,920953,国子软件,29.68,-0.3200000000000003,-1.0666666666666678,30.0,30.28,30.62,29.39,1116391.0,33478276.73,4.100000000000001,2026-05-15 15:30:01,IT服务Ⅱ,bj920953,sina_snapshot
北交所,北交所,920971,天马新材,30.08,-2.6200000000000045,-8.012232415902155,32.7,33.27,33.69,30.08,7045859.0,220389717.23,11.039755351681954,2026-05-15 15:30:01,非金属材料Ⅱ,bj920971,sina_snapshot
北交所,北交所,920976,视声智能,29.75,0.129999999999999,0.4388926401080317,29.62,29.65,30.65,28.9,715254.0,20970788.28,5.908170155300472,2026-05-15 15:30:01,计算机设备,bj920976,sina_snapshot
